GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P02931	ompF	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P02931	ompF	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:338582		83333	EcoCyc		C
UniProtKB	P02932	phoE	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001702|InterPro:IPR001897|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P02943	lamB	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR023738|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000101733	83333	UniProt		C
UniProtKB	P02943	lamB	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		C
UniProtKB	P02943	lamB	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:15911532		83333	EcoCyc		C
UniProtKB	P02943	lamB	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P02976	spa	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	93061	UniProt		C
UniProtKB	P04128	fimA	located_in	GO:0009289	pilus	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000259|InterPro:IPR036937|UniProtKB-KW:KW-0281|UniProtKB-SubCell:SL-0113	83333	UniProt		C
UniProtKB	P04128	fimA	located_in	GO:0009289	pilus	ECO:0000245	RCA	PMID:6147250		83333	EcoCyc		C
UniProtKB	P04739	pilA	located_in	GO:0009289	pilus	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001082|UniProtKB-KW:KW-0281|UniProtKB-SubCell:SL-0113	208964	UniProt		C
UniProtKB	P04739	pilA	located_in	GO:0009289	pilus	ECO:0000314	IDA	PMID:2985436		208964	PseudoCAP		C
UniProtKB	P04739	pilA	located_in	GO:0044096	type IV pilus	ECO:0000314	IDA	PMID:2985436		208964	PseudoCAP		C
UniProtKB	P04949	fliC	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	83333	UniProt		C
UniProtKB	P04949	fliC	located_in	GO:0009288	bacterial-type flagellum	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001492|InterPro:IPR042187|UniProtKB-KW:KW-0975|UniProtKB-SubCell:SL-0307	83333	UniProt		C
UniProtKB	P05695	oprP	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	208964	UniProt		C
UniProtKB	P05825	fepA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR010105|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P05825	fepA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		C
UniProtKB	P05825	fepA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P05825	fepA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:6215063		83333	EcoCyc		C
UniProtKB	P06129	btuB	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000079051	83333	UniProt		C
UniProtKB	P06129	btuB	located_in	GO:0009279	cell outer membrane	ECO:0005547	NAS	PMID:28429713		83333	ComplexPortal		C
UniProtKB	P06129	btuB	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:2982793		83333	EcoCyc		C
UniProtKB	P06200	plcH	located_in	GO:0005615	extracellular space	ECO:0000315	IMP	PMID:16484187		208964	PseudoCAP		C
UniProtKB	P06200	plcH	located_in	GO:0005615	extracellular space	ECO:0000314	IDA	PMID:19360133		208964	PseudoCAP		C
UniProtKB	P06200	plcH	located_in	GO:0005615	extracellular space	ECO:0000314	IDA	PMID:9199466		208964	PseudoCAP		C
UniProtKB	P06971	fhuA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR010105|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P06971	fhuA	part_of	GO:0009279	cell outer membrane	ECO:0000315	IMP	PMID:2156805		83333	CACAO		C
UniProtKB	P06974	fliM	located_in	GO:0009288	bacterial-type flagellum	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0975	83333	UniProt		C
UniProtKB	P06974	fliM	located_in	GO:0009288	bacterial-type flagellum	ECO:0005547	NAS	PMID:17050923		83333	ComplexPortal		C
UniProtKB	P06974	fliM	located_in	GO:0009288	bacterial-type flagellum	ECO:0005547	NAS	PMID:21673657		83333	ComplexPortal		C
UniProtKB	P06974	fliM	located_in	GO:0009425	bacterial-type flagellum basal body	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001689|UniProtKB-SubCell:SL-0142	83333	UniProt		C
UniProtKB	P06974	fliM	located_in	GO:0009433	bacterial-type flagellum basal body, C ring	ECO:0005547	NAS	PMID:17050923		83333	ComplexPortal		C
UniProtKB	P06974	fliM	located_in	GO:0009433	bacterial-type flagellum basal body, C ring	ECO:0005547	NAS	PMID:21673657		83333	ComplexPortal		C
UniProtKB	P06974	fliM	located_in	GO:0120107	bacterial-type flagellum rotor complex	ECO:0005547	NAS	PMID:17050923		83333	ComplexPortal		C
UniProtKB	P06974	fliM	located_in	GO:0120107	bacterial-type flagellum rotor complex	ECO:0005547	NAS	PMID:21673657		83333	ComplexPortal		C
UniProtKB	P06996	ompC	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001702|InterPro:IPR001897|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P06996	ompC	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		C
UniProtKB	P06996	ompC	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:15911532		83333	EcoCyc		C
UniProtKB	P06996	ompC	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:17309111		83333	EcoCyc		C
UniProtKB	P06996	ompC	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P07021	yfiB	part_of	GO:0120101	bacterial-type flagellum stator complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN008624588|UniProtKB:P0AF06	83333	GO_Central		C
UniProtKB	P08189	fimF	located_in	GO:0009289	pilus	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000259|InterPro:IPR036937|UniProtKB-KW:KW-0281|UniProtKB-SubCell:SL-0113	83333	UniProt		C
UniProtKB	P08189	fimF	located_in	GO:0009419	pilus tip	ECO:0000353	IPI	PMID:20478255		83333	ComplexPortal		C
UniProtKB	P08190	fimG	located_in	GO:0009289	pilus	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR036937|UniProtKB-KW:KW-0281|UniProtKB-SubCell:SL-0113	83333	UniProt		C
UniProtKB	P08190	fimG	located_in	GO:0009419	pilus tip	ECO:0000353	IPI	PMID:20478255		83333	ComplexPortal		C
UniProtKB	P08191	fimH	located_in	GO:0009289	pilus	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000259|InterPro:IPR036937|UniProtKB-KW:KW-0281|UniProtKB-SubCell:SL-0113	83333	UniProt		C
UniProtKB	P08191	fimH	located_in	GO:0009289	pilus	ECO:0000315	IMP	PMID:7892228		83333	EcoCyc		C
UniProtKB	P08191	fimH	located_in	GO:0009419	pilus tip	ECO:0000353	IPI	PMID:20478255		83333	ComplexPortal		C
UniProtKB	P09169	ompT	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000036|InterPro:IPR020079|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P09169	ompT	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		C
UniProtKB	P09169	ompT	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:15130122		83333	EcoCyc		C
UniProtKB	P09169	ompT	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:15911532		83333	EcoCyc		C
UniProtKB	P09169	ompT	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:17309111		83333	EcoCyc		C
UniProtKB	P09169	ompT	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P09348	motA	located_in	GO:0009288	bacterial-type flagellum	ECO:0005547	NAS	PMID:26056313		83333	ComplexPortal		C
UniProtKB	P09348	motA	part_of	GO:0120101	bacterial-type flagellum stator complex	ECO:0000353	IPI	PMID:14705928		83333	ComplexPortal		C
UniProtKB	P0A015	spa	located_in	GO:0005576	extracellular region	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0964	158878	UniProt		C
UniProtKB	P0A071	hlgA	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR003963|InterPro:IPR016183|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158878	UniProt		C
UniProtKB	P0A072	hlgA	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR003963|InterPro:IPR016183|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158879	UniProt		C
UniProtKB	P0A073	hlgA	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR003963|InterPro:IPR016183|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	196620	UniProt		C
UniProtKB	P0A075	hlgB	located_in	GO:0005576	extracellular region	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003963|InterPro:IPR016183	158879	InterPro		C
UniProtKB	P0A076	hlgB	located_in	GO:0005576	extracellular region	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003963|InterPro:IPR016183	196620	InterPro		C
UniProtKB	P0A0L1	entA	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006123|InterPro:IPR006126|InterPro:IPR016091|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	196620	UniProt		C
UniProtKB	P0A0L3	entC3	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006123|InterPro:IPR006126|InterPro:IPR016091|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158878	UniProt		C
UniProtKB	P0A0L4	entC3	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006123|InterPro:IPR006126|InterPro:IPR016091|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158879	UniProt		C
UniProtKB	P0A0L6	entG	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006123|InterPro:IPR006126|InterPro:IPR016091|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158878	UniProt		C
UniProtKB	P0A0L7	entG	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006123|InterPro:IPR006126|InterPro:IPR016091|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158879	UniProt		C
UniProtKB	P0A0L9	entH	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006123|InterPro:IPR006126|InterPro:IPR016091|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	196620	UniProt		C
UniProtKB	P0A0M1	hld	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR008034|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158878	UniProt		C
UniProtKB	P0A0M2	hld	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR008034|UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	158879	UniProt		C
UniProtKB	P0A6P9	eno	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	83333	UniProt		C
UniProtKB	P0A6Q0	eno	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	199310	UniProt		C
UniProtKB	P0A6Q1	eno	located_in	GO:0005576	extracellular region	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0964|UniProtKB-SubCell:SL-0243	83334	UniProt		C
UniProtKB	P0A6S0	flgH	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000059593	83333	UniProt		C
UniProtKB	P0A6S0	flgH	located_in	GO:0009288	bacterial-type flagellum	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0975	83333	UniProt		C
UniProtKB	P0A6S0	flgH	located_in	GO:0009425	bacterial-type flagellum basal body	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0142	83333	UniProt		C
UniProtKB	P0A6S0	flgH	located_in	GO:0009427	bacterial-type flagellum basal body, distal rod, L ring	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000527	83333	InterPro		C
UniProtKB	P0A6S1	flgH	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000059593	83334	UniProt		C
UniProtKB	P0A6S1	flgH	located_in	GO:0009288	bacterial-type flagellum	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0975	83334	UniProt		C
UniProtKB	P0A6S1	flgH	located_in	GO:0009425	bacterial-type flagellum basal body	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0142	83334	UniProt		C
UniProtKB	P0A6S1	flgH	located_in	GO:0009427	bacterial-type flagellum basal body, distal rod, L ring	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000527	83334	InterPro		C
UniProtKB	P0A6S3	flgI	located_in	GO:0009288	bacterial-type flagellum	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0975	83333	UniProt		C
UniProtKB	P0A6S3	flgI	located_in	GO:0009425	bacterial-type flagellum basal body	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0142	83333	UniProt		C
UniProtKB	P0A6S3	flgI	located_in	GO:0009428	bacterial-type flagellum basal body, distal rod, P ring	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001782	83333	InterPro		C
UniProtKB	P0A6S3	flgI	located_in	GO:0009428	bacterial-type flagellum basal body, distal rod, P ring	ECO:0000315	IMP	PMID:3549690		83333	EcoCyc		C
UniProtKB	P0A7B1	ppk	located_in	GO:0031241	periplasmic side of cell outer membrane	ECO:0000314	IDA	PMID:1331061		83333	EcoCyc		C
UniProtKB	P0A8T5	fliE	located_in	GO:0009288	bacterial-type flagellum	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001624|UniProtKB-KW:KW-0975	83333	UniProt		C
UniProtKB	P0A8T5	fliE	located_in	GO:0009288	bacterial-type flagellum	ECO:0005547	NAS	PMID:29235079		83333	ComplexPortal		C
UniProtKB	P0A8T5	fliE	located_in	GO:0009425	bacterial-type flagellum basal body	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0142	83333	UniProt		C
UniProtKB	P0A8T5	fliE	located_in	GO:0009425	bacterial-type flagellum basal body	ECO:0000266	ISO	PMID:1551848	UniProtKB:P26462	83333	EcoCyc		C
UniProtKB	P0A8T5	fliE	located_in	GO:0030694	bacterial-type flagellum basal body, rod	ECO:0005547	NAS	PMID:29235079		83333	ComplexPortal		C
UniProtKB	P0A8T6	fliE	located_in	GO:0009288	bacterial-type flagellum	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR001624|UniProtKB-KW:KW-0975	83334	UniProt		C
UniProtKB	P0A8T6	fliE	located_in	GO:0009425	bacterial-type flagellum basal body	ECO:0007322	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0142	83334	UniProt		C
UniProtKB	P0A901	blc	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A902	blc	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A903	bamC	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000053590	83333	UniProt		C
UniProtKB	P0A903	bamC	part_of	GO:1990063	Bam protein complex	ECO:0000314	IDA	PMID:16079137		83333	EcoCyc		C
UniProtKB	P0A903	bamC	part_of	GO:1990063	Bam protein complex	ECO:0000353	IPI	PMID:21586578		83333	ComplexPortal		C
UniProtKB	P0A903	bamC	part_of	GO:1990063	Bam protein complex	ECO:0000314	IDA	PMID:26744406		83333	EcoCyc		C
UniProtKB	P0A903	bamC	part_of	GO:1990063	Bam protein complex	ECO:0000314	IDA	PMID:26900875		83333	EcoCyc		C
UniProtKB	P0A905	slyB	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A905	slyB	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:21210718		83333	EcoCyc		C
UniProtKB	P0A906	slyB	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A908	mipA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A908	mipA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		C
UniProtKB	P0A908	mipA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:15911532		83333	EcoCyc		C
UniProtKB	P0A908	mipA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P0A910	ompA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000498|InterPro:IPR002368|InterPro:IPR006690|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR001172322	83333	UniProt		C
UniProtKB	P0A910	ompA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:12509434		83333	EcoliWiki		C
UniProtKB	P0A910	ompA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:20081027		83333	EcoliWiki		C
UniProtKB	P0A910	ompA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:3047120		83333	EcoliWiki		C
UniProtKB	P0A911	ompA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR000498|InterPro:IPR002368|InterPro:IPR006690|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR001172322	83334	UniProt		C
UniProtKB	P0A912	pal	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006690|InterPro:IPR014169|InterPro:IPR039001|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000804403	83333	UniProt		C
UniProtKB	P0A912	pal	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:115860		83333	EcoCyc		C
UniProtKB	P0A912	pal	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:15911532		83333	EcoCyc		C
UniProtKB	P0A912	pal	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:17309111		83333	EcoCyc		C
UniProtKB	P0A912	pal	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P0A913	pal	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR006690|InterPro:IPR014169|InterPro:IPR039001|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000804403	83334	UniProt		C
UniProtKB	P0A915	ompW	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A915	ompW	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		C
UniProtKB	P0A915	ompW	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:15911532		83333	EcoCyc		C
UniProtKB	P0A915	ompW	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:22534293		83333	EcoCyc		C
UniProtKB	P0A917	ompX	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A917	ompX	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:30442809		83333	EcoCyc		C
UniProtKB	P0A918	ompX	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	199310	UniProt		C
UniProtKB	P0A919	ompX	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A921	pldA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A921	pldA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:10806384		83333	EcoCyc		C
UniProtKB	P0A921	pldA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:11371166		83333	UniProt		C
UniProtKB	P0A921	pldA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:6397463		83333	EcoCyc		C
UniProtKB	P0A922	pldA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|PANTHER:PTN002220794	83334	UniProt		C
UniProtKB	P0A924	pgpB	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A924	pgpB	located_in	GO:0009279	cell outer membrane	ECO:0000315	IMP	PMID:2846511		83333	EcoCyc		C
UniProtKB	P0A925	pgpB	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A927	tsx	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR003055|InterPro:IPR018013|InterPro:IPR036777|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A927	tsx	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:2458926		83333	EcoCyc		C
UniProtKB	P0A928	tsx	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	InterPro:IPR003055|InterPro:IPR018013|InterPro:IPR036777|UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A930	wza	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A931	wza	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A932	gfcE	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A933	gfcE	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A935	mltA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83333	UniProt		C
UniProtKB	P0A935	mltA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:9287002		83333	EcoCyc		C
UniProtKB	P0A935	mltA	part_of	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:9287002		83333	CACAO		C
UniProtKB	P0A936	mltA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040	83334	UniProt		C
UniProtKB	P0A937	bamE	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000054551	83333	UniProt		C
UniProtKB	P0A937	bamE	part_of	GO:1990063	Bam protein complex	ECO:0000318	IBA	GO_REF:0000033	PANTHER:PTN002444745|UniProtKB:P0A937	83333	GO_Central		C
UniProtKB	P0A937	bamE	part_of	GO:1990063	Bam protein complex	ECO:0000353	IPI	PMID:21586578		83333	ComplexPortal		C
UniProtKB	P0A937	bamE	part_of	GO:1990063	Bam protein complex	ECO:0000314	IDA	PMID:26744406		83333	EcoCyc		C
UniProtKB	P0A937	bamE	part_of	GO:1990063	Bam protein complex	ECO:0000314	IDA	PMID:26900875		83333	EcoCyc		C
UniProtKB	P0A938	bamE	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000054551	199310	UniProt		C
UniProtKB	P0A938	bamE	part_of	GO:1990063	Bam protein complex	ECO:0007826	IEA	GO_REF:0000118	PANTHER:PTN002206156	199310	TreeGrafter		C
UniProtKB	P0A940	bamA	located_in	GO:0009279	cell outer membrane	ECO:0000501	IEA	GO_REF:0000120	UniProtKB-KW:KW-0998|UniProtKB-SubCell:SL-0040|UniRule:UR000053569	83333	UniProt		C
UniProtKB	P0A940	bamA	located_in	GO:0009279	cell outer membrane	ECO:0000314	IDA	PMID:16829683		83333	EcoCyc		C
